Parameters,Confusion Matrix,Recall,Precision,F1-Score
"{'strategy': 'most_frequent'}",
[[4 0 0]
 [5 0 0]
 [5 0 0]]
,0.33333,0.09524,0.14815
"{'strategy': 'stratified'}",
[[1 2 1]
 [2 2 1]
 [1 3 1]]
,0.28333,0.28968,0.27778
"{'strategy': 'uniform'}",
[[2 1 1]
 [0 2 3]
 [1 2 2]]
,0.43333,0.46667,0.44502
